@relation EmployeeAttrition-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Remove-R9-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R1-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R4-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R6-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R11-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R17-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R18-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R19-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R22-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R27-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R30-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R31-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R32-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R33-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R33-precision6-weka.filters.unsupervised.attribute.Discretize-B3-M-1.0-R28-precision6-weka.filters.unsupervised.attribute.Remove-R20-weka.filters.unsupervised.attribute.Remove-R24

@attribute ﻿Age {18_32,33_46,47_60}
@attribute Attrition {Yes,No}
@attribute BusinessTravel {Travel_Rarely,Travel_Frequently,Non_Travel}
@attribute DailyRate {102_568,569_1033,1034_max}
@attribute Department {Sales,'Research & Development','Human Resources'}
@attribute DistanceFromHome {1_10,11_20,21_max}
@attribute Education {1,2,3,4,5}
@attribute EducationField {'Life Sciences',Other,Medical,Marketing,'Technical Degree','Human Resources'}
@attribute EnvironmentSatisfaction {1,2,3,4}
@attribute Gender {Female,Male}
@attribute HourlyRate {30_53,54_77,78_100}
@attribute JobInvolvement {1,2,3,4}
@attribute JobLevel {1,2,3,4,5}
@attribute JobRole {'Sales Executive','Research Scientist','Laboratory Technician','Manufacturing Director','Healthcare Representative',Manager,'Sales Representative','Research Director','Human Resources'}
@attribute JobSatisfaction {1,2,3,4}
@attribute MaritalStatus {Single,Married,Divorced}
@attribute MonthlyIncome {min_7339,7340_13669,13670_max}
@attribute MonthlyRate {min_10396,10397_18697,18698_max}
@attribute NumCompaniesWorked {0_3,4_6,7_9}
@attribute OverTime {Yes,No}
@attribute PercentSalaryHike {11_16,17_20,21_25}
@attribute PerformanceRating {3,4}
@attribute RelationshipSatisfaction {1,2,3,4}
@attribute StockOptionLevel {0,1,2,3}
@attribute TotalWorkingYears {0_13,14_27,28_40}
@attribute TrainingTimesLastYear {0_2,3_4,5_6}
@attribute WorkLifeBalance {1,2,3,4}
@attribute YearsAtCompany {0_13,14_27,28_40}
@attribute YearsInCurrentRole {0_6,7_12,13_18}
@attribute YearsSinceLastPromotion {0_5,6_10,11_15}
@attribute YearsWithCurrManager {0_6,6_11,12_17}

@data
33_46,No,Travel_Rarely,1034_max,'Research & Development',21_max,2,Medical,3,Male,78_100,3,4,'Healthcare Representative',4,Married,7340_13669,min_10396,0_3,Yes,11_16,3,2,0,14_27,0_2,3,14_27,7_12,0_5,6_11
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,'Life Sciences',4,Male,30_53,3,1,'Laboratory Technician',4,Married,min_7339,18698_max,0_3,No,11_16,3,3,1,14_27,3_4,3,14_27,13_18,6_10,6_11
47_60,No,Travel_Rarely,102_568,'Research & Development',1_10,3,Medical,4,Male,78_100,3,5,Manager,1,Single,13670_max,18698_max,0_3,Yes,11_16,3,3,0,28_40,0_2,3,28_40,7_12,0_5,12_17
47_60,Yes,Non_Travel,569_1033,'Research & Development',21_max,4,'Life Sciences',1,Male,78_100,3,3,Manager,2,Married,7340_13669,min_10396,0_3,Yes,11_16,3,4,1,0_13,0_2,2,0_13,7_12,6_10,6_11
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,Medical,4,Male,78_100,3,1,'Research Scientist',4,Married,min_7339,min_10396,0_3,No,21_25,4,4,1,0_13,3_4,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,Sales,1_10,4,Medical,3,Male,78_100,3,2,'Sales Executive',4,Married,min_7339,18698_max,4_6,No,11_16,3,2,1,0_13,5_6,4,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,'Research & Development',1_10,2,Medical,4,Male,78_100,2,1,'Research Scientist',3,Single,min_7339,10397_18697,0_3,No,17_20,3,1,0,0_13,3_4,4,0_13,0_6,0_5,0_6
33_46,No,Non_Travel,569_1033,'Research & Development',1_10,4,Medical,1,Female,78_100,3,3,'Research Director',4,Divorced,7340_13669,10397_18697,0_3,Yes,17_20,3,1,2,14_27,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,1034_max,'Research & Development',21_max,3,'Life Sciences',2,Female,54_77,4,3,Manager,2,Divorced,7340_13669,18698_max,7_9,No,17_20,3,2,1,0_13,5_6,2,0_13,7_12,6_10,0_6
33_46,No,Travel_Rarely,102_568,Sales,1_10,2,Medical,1,Female,30_53,4,2,'Sales Executive',1,Divorced,min_7339,18698_max,0_3,Yes,21_25,4,3,1,0_13,3_4,3,0_13,0_6,6_10,6_11
18_32,No,Travel_Frequently,1034_max,'Research & Development',1_10,3,'Life Sciences',3,Female,78_100,3,2,'Manufacturing Director',2,Divorced,min_7339,18698_max,0_3,No,17_20,4,1,1,0_13,5_6,1,0_13,0_6,0_5,0_6
47_60,No,Travel_Rarely,569_1033,'Research & Development',1_10,1,'Life Sciences',1,Male,78_100,3,5,'Research Director',2,Divorced,13670_max,10397_18697,0_3,No,11_16,3,1,2,28_40,3_4,2,0_13,0_6,0_5,6_11
47_60,No,Travel_Rarely,1034_max,'Research & Development',1_10,4,Medical,3,Male,30_53,3,4,'Research Director',3,Married,13670_max,18698_max,0_3,Yes,17_20,3,4,3,14_27,5_6,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,Sales,1_10,1,'Life Sciences',2,Male,78_100,3,2,'Sales Executive',3,Married,min_7339,18698_max,0_3,No,21_25,4,3,0,14_27,3_4,3,14_27,13_18,11_15,6_11
18_32,No,Travel_Frequently,102_568,Sales,1_10,2,'Life Sciences',2,Male,30_53,3,2,'Sales Executive',4,Single,min_7339,18698_max,0_3,No,17_20,3,1,0,0_13,3_4,2,0_13,7_12,0_5,6_11
47_60,No,Travel_Rarely,102_568,'Research & Development',21_max,2,'Technical Degree',2,Male,30_53,3,2,'Laboratory Technician',4,Married,min_7339,10397_18697,0_3,Yes,17_20,3,4,1,0_13,3_4,3,0_13,7_12,0_5,6_11
18_32,No,Travel_Frequently,102_568,'Research & Development',11_20,2,Medical,1,Male,54_77,3,2,'Healthcare Representative',1,Married,min_7339,18698_max,0_3,Yes,11_16,3,3,1,0_13,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,'Life Sciences',4,Female,30_53,3,1,'Research Scientist',4,Single,min_7339,10397_18697,0_3,No,11_16,3,2,0,14_27,3_4,3,14_27,7_12,0_5,6_11
33_46,Yes,Travel_Frequently,569_1033,'Research & Development',21_max,3,'Life Sciences',4,Male,30_53,3,1,'Laboratory Technician',3,Divorced,min_7339,18698_max,0_3,Yes,21_25,4,4,1,14_27,0_2,1,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,'Research & Development',21_max,4,'Life Sciences',4,Male,78_100,3,2,'Healthcare Representative',4,Divorced,min_7339,18698_max,7_9,No,11_16,3,2,1,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,Yes,Travel_Rarely,1034_max,'Research & Development',11_20,4,Medical,1,Male,30_53,3,1,'Laboratory Technician',2,Divorced,min_7339,10397_18697,0_3,Yes,11_16,3,4,1,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,2,'Life Sciences',4,Female,54_77,3,1,'Research Scientist',4,Single,min_7339,min_10396,0_3,No,21_25,4,4,0,0_13,3_4,3,0_13,0_6,0_5,0_6
47_60,No,Travel_Frequently,569_1033,'Research & Development',1_10,4,'Life Sciences',3,Female,30_53,3,5,'Research Director',1,Single,13670_max,18698_max,7_9,Yes,11_16,3,4,0,14_27,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,'Research & Development',1_10,3,'Technical Degree',3,Male,30_53,3,2,'Research Scientist',2,Single,min_7339,18698_max,4_6,No,11_16,3,4,0,0_13,0_2,3,0_13,0_6,6_10,6_11
18_32,No,Travel_Frequently,102_568,Sales,1_10,3,Marketing,4,Female,78_100,3,1,'Sales Representative',2,Divorced,min_7339,min_10396,0_3,No,11_16,3,3,1,0_13,5_6,2,0_13,0_6,0_5,0_6
18_32,Yes,Travel_Rarely,569_1033,Sales,1_10,4,Marketing,4,Male,30_53,2,2,'Sales Executive',4,Single,min_7339,min_10396,0_3,Yes,11_16,3,2,0,0_13,0_2,3,0_13,7_12,6_10,0_6
33_46,No,Travel_Frequently,569_1033,'Research & Development',1_10,3,Medical,2,Male,30_53,3,1,'Research Scientist',4,Married,min_7339,10397_18697,0_3,Yes,11_16,3,3,3,0_13,3_4,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,102_568,Sales,21_max,3,Marketing,3,Female,78_100,3,4,'Sales Executive',2,Married,7340_13669,10397_18697,4_6,No,11_16,3,4,1,14_27,0_2,4,14_27,0_6,0_5,6_11
18_32,Yes,Travel_Rarely,102_568,'Research & Development',1_10,3,'Life Sciences',3,Male,54_77,3,1,'Laboratory Technician',3,Single,min_7339,18698_max,0_3,No,11_16,3,3,0,0_13,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,1034_max,Sales,11_20,3,Marketing,3,Male,78_100,3,3,'Sales Executive',2,Married,7340_13669,min_10396,0_3,No,11_16,3,3,2,0_13,3_4,2,0_13,7_12,6_10,6_11
33_46,No,Travel_Frequently,102_568,'Research & Development',11_20,4,'Life Sciences',3,Male,78_100,4,1,'Laboratory Technician',4,Married,min_7339,min_10396,4_6,No,17_20,3,4,2,0_13,0_2,3,0_13,0_6,0_5,0_6
47_60,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,Medical,4,Male,78_100,1,2,'Manufacturing Director',2,Divorced,min_7339,10397_18697,4_6,No,17_20,3,4,1,0_13,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,Sales,1_10,4,'Life Sciences',4,Male,78_100,3,4,Manager,2,Single,13670_max,10397_18697,0_3,No,17_20,3,2,0,14_27,0_2,3,14_27,7_12,0_5,0_6
18_32,No,Travel_Rarely,569_1033,Sales,1_10,3,Medical,4,Female,54_77,2,1,'Sales Representative',3,Single,min_7339,min_10396,0_3,No,11_16,3,1,0,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',11_20,2,Medical,2,Male,54_77,4,2,'Healthcare Representative',1,Single,min_7339,min_10396,0_3,No,17_20,3,3,0,0_13,0_2,3,0_13,0_6,0_5,6_11
18_32,No,Travel_Rarely,102_568,Sales,1_10,3,'Technical Degree',2,Male,78_100,4,2,'Sales Executive',4,Married,min_7339,10397_18697,4_6,No,11_16,3,2,1,0_13,3_4,2,0_13,7_12,6_10,6_11
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,Medical,3,Male,30_53,4,3,'Healthcare Representative',4,Divorced,7340_13669,10397_18697,0_3,No,17_20,3,1,3,14_27,5_6,2,14_27,7_12,0_5,6_11
33_46,No,Non_Travel,1034_max,'Research & Development',21_max,4,'Life Sciences',2,Female,30_53,3,2,'Laboratory Technician',2,Married,min_7339,min_10396,7_9,No,11_16,3,3,1,0_13,3_4,3,0_13,7_12,0_5,6_11
18_32,No,Travel_Rarely,569_1033,Sales,1_10,3,'Life Sciences',4,Male,78_100,2,2,'Sales Executive',3,Married,min_7339,10397_18697,0_3,No,11_16,3,3,1,0_13,3_4,2,0_13,7_12,0_5,6_11
33_46,No,Travel_Rarely,569_1033,'Research & Development',21_max,2,'Life Sciences',1,Female,78_100,2,3,'Research Director',2,Married,7340_13669,18698_max,0_3,No,17_20,3,3,1,14_27,0_2,3,0_13,7_12,0_5,0_6
47_60,No,Non_Travel,102_568,'Research & Development',1_10,4,'Life Sciences',4,Male,30_53,1,2,'Healthcare Representative',3,Divorced,min_7339,10397_18697,0_3,Yes,11_16,3,4,1,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,'Research & Development',1_10,4,'Technical Degree',3,Male,78_100,3,1,'Research Scientist',4,Married,min_7339,min_10396,0_3,Yes,11_16,3,3,1,0_13,3_4,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,102_568,'Human Resources',1_10,3,'Human Resources',1,Male,54_77,2,2,'Human Resources',1,Married,min_7339,10397_18697,0_3,No,11_16,3,4,0,0_13,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,1034_max,'Research & Development',1_10,3,'Life Sciences',1,Male,78_100,3,3,'Laboratory Technician',1,Divorced,min_7339,18698_max,0_3,No,17_20,3,1,1,14_27,0_2,3,14_27,7_12,6_10,6_11
18_32,No,Travel_Rarely,102_568,'Research & Development',1_10,4,'Life Sciences',3,Male,30_53,3,1,'Research Scientist',4,Divorced,min_7339,min_10396,0_3,Yes,17_20,3,2,1,0_13,0_2,1,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,102_568,'Research & Development',1_10,4,'Life Sciences',4,Female,54_77,3,3,Manager,2,Married,7340_13669,18698_max,4_6,No,11_16,3,2,2,0_13,0_2,3,0_13,0_6,6_10,6_11
33_46,No,Travel_Rarely,102_568,'Research & Development',1_10,1,Medical,3,Male,78_100,3,4,Manager,1,Married,13670_max,min_10396,0_3,Yes,11_16,3,4,0,14_27,3_4,3,14_27,7_12,11_15,6_11
33_46,No,Travel_Frequently,102_568,'Research & Development',1_10,4,'Life Sciences',3,Female,30_53,3,1,'Laboratory Technician',4,Single,min_7339,10397_18697,0_3,No,17_20,3,1,0,0_13,5_6,3,0_13,7_12,0_5,6_11
47_60,No,Travel_Rarely,1034_max,'Research & Development',1_10,2,'Technical Degree',3,Female,78_100,2,4,'Healthcare Representative',3,Single,13670_max,10397_18697,7_9,Yes,11_16,3,4,0,14_27,0_2,3,0_13,0_6,0_5,6_11
47_60,Yes,Travel_Rarely,569_1033,'Research & Development',1_10,4,Medical,3,Male,78_100,2,2,'Research Scientist',2,Married,min_7339,10397_18697,0_3,No,11_16,3,1,0,0_13,3_4,2,0_13,0_6,6_10,6_11
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,'Life Sciences',3,Female,78_100,3,1,'Research Scientist',2,Single,min_7339,18698_max,0_3,Yes,11_16,3,2,0,0_13,0_2,2,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,Sales,1_10,2,'Technical Degree',3,Female,54_77,2,2,'Sales Executive',2,Married,min_7339,18698_max,0_3,Yes,11_16,3,4,0,0_13,0_2,3,0_13,7_12,11_15,6_11
18_32,No,Travel_Rarely,1034_max,Sales,1_10,3,'Life Sciences',4,Male,54_77,3,2,'Sales Executive',3,Single,min_7339,min_10396,0_3,Yes,11_16,3,1,0,0_13,3_4,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,Sales,1_10,3,Marketing,4,Male,54_77,3,2,'Sales Executive',4,Divorced,7340_13669,min_10396,4_6,No,11_16,3,4,3,0_13,3_4,3,0_13,7_12,0_5,6_11
18_32,No,Travel_Rarely,569_1033,'Research & Development',1_10,4,Medical,1,Female,54_77,4,2,'Research Scientist',4,Single,min_7339,10397_18697,7_9,No,17_20,3,3,0,0_13,0_2,2,0_13,7_12,0_5,6_11
18_32,Yes,Travel_Rarely,1034_max,'Research & Development',1_10,4,Medical,1,Male,78_100,1,1,'Research Scientist',4,Married,min_7339,18698_max,4_6,Yes,11_16,3,4,0,0_13,3_4,2,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',21_max,2,Medical,4,Female,54_77,3,2,'Research Scientist',4,Married,min_7339,10397_18697,0_3,No,11_16,3,4,2,0_13,0_2,3,0_13,7_12,0_5,6_11
18_32,No,Travel_Frequently,569_1033,'Research & Development',1_10,2,'Life Sciences',3,Female,30_53,2,3,'Manufacturing Director',3,Married,7340_13669,10397_18697,0_3,No,21_25,4,1,1,0_13,0_2,3,0_13,7_12,6_10,6_11
33_46,No,Travel_Frequently,569_1033,'Research & Development',1_10,2,Medical,3,Male,54_77,2,5,Manager,4,Married,13670_max,18698_max,0_3,No,11_16,3,1,1,14_27,0_2,3,14_27,7_12,11_15,0_6
33_46,Yes,Travel_Rarely,1034_max,Sales,1_10,2,Medical,4,Female,30_53,3,2,'Sales Executive',3,Married,min_7339,10397_18697,4_6,Yes,17_20,3,1,0,0_13,3_4,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,102_568,Sales,1_10,3,Marketing,2,Male,30_53,2,2,'Sales Executive',4,Single,min_7339,min_10396,0_3,No,11_16,3,3,0,0_13,5_6,2,0_13,7_12,0_5,0_6
47_60,No,Travel_Rarely,1034_max,'Research & Development',1_10,5,'Life Sciences',4,Male,30_53,3,5,'Research Director',3,Married,13670_max,10397_18697,4_6,No,11_16,3,2,1,14_27,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,102_568,'Research & Development',1_10,4,'Life Sciences',3,Female,78_100,2,2,'Laboratory Technician',3,Divorced,min_7339,min_10396,0_3,No,11_16,3,2,1,0_13,3_4,4,0_13,7_12,0_5,0_6
18_32,No,Non_Travel,102_568,Sales,1_10,1,Marketing,3,Male,54_77,3,2,'Sales Executive',2,Married,min_7339,18698_max,0_3,Yes,11_16,3,4,1,0_13,0_2,3,0_13,0_6,0_5,0_6
47_60,No,Travel_Frequently,569_1033,'Research & Development',21_max,4,'Life Sciences',4,Female,30_53,3,2,'Research Scientist',3,Single,min_7339,10397_18697,0_3,No,11_16,3,4,0,14_27,3_4,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,'Research & Development',1_10,3,'Life Sciences',3,Female,30_53,3,3,'Healthcare Representative',1,Married,7340_13669,min_10396,7_9,No,17_20,3,1,1,0_13,0_2,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,'Research & Development',1_10,4,Other,4,Male,54_77,3,2,'Research Scientist',4,Married,min_7339,min_10396,7_9,No,11_16,3,1,2,0_13,3_4,3,0_13,7_12,6_10,6_11
33_46,No,Travel_Rarely,1034_max,Sales,1_10,2,Medical,2,Male,54_77,1,2,'Sales Executive',4,Married,7340_13669,10397_18697,0_3,Yes,21_25,4,3,3,0_13,0_2,2,0_13,0_6,0_5,0_6
18_32,Yes,Travel_Rarely,102_568,'Research & Development',1_10,4,Other,2,Male,78_100,1,1,'Laboratory Technician',1,Married,min_7339,min_10396,0_3,Yes,11_16,3,4,0,0_13,3_4,2,0_13,7_12,0_5,6_11
18_32,No,Travel_Rarely,569_1033,'Research & Development',1_10,5,Other,2,Male,30_53,2,1,'Laboratory Technician',4,Single,min_7339,min_10396,0_3,No,17_20,3,3,0,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,Sales,1_10,3,Marketing,4,Female,30_53,2,2,'Sales Executive',3,Divorced,min_7339,min_10396,0_3,No,11_16,3,3,3,0_13,0_2,3,0_13,7_12,0_5,0_6
18_32,No,Travel_Rarely,1034_max,Sales,1_10,4,Marketing,2,Female,54_77,3,2,'Sales Executive',2,Married,min_7339,min_10396,0_3,No,17_20,3,1,1,0_13,3_4,3,0_13,7_12,0_5,6_11
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,2,Medical,4,Male,54_77,3,2,'Manufacturing Director',4,Divorced,min_7339,18698_max,7_9,No,17_20,3,3,2,0_13,0_2,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,'Research & Development',11_20,2,'Life Sciences',3,Male,78_100,2,3,'Research Director',4,Divorced,7340_13669,10397_18697,0_3,Yes,11_16,3,2,1,0_13,3_4,3,0_13,7_12,0_5,6_11
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,4,Medical,3,Female,30_53,3,3,'Manufacturing Director',4,Single,min_7339,18698_max,0_3,Yes,11_16,3,3,0,0_13,0_2,2,0_13,7_12,0_5,6_11
18_32,No,Travel_Rarely,102_568,Sales,1_10,1,Marketing,4,Female,30_53,2,2,'Sales Executive',2,Divorced,7340_13669,10397_18697,0_3,Yes,11_16,3,1,2,0_13,0_2,3,0_13,7_12,0_5,6_11
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,4,'Technical Degree',3,Male,54_77,3,3,'Manufacturing Director',2,Single,7340_13669,10397_18697,0_3,No,11_16,3,4,0,14_27,5_6,3,14_27,0_6,0_5,12_17
18_32,No,Travel_Rarely,1034_max,'Research & Development',21_max,1,'Life Sciences',3,Male,78_100,3,1,'Research Scientist',4,Divorced,min_7339,10397_18697,0_3,No,11_16,3,3,2,0_13,0_2,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,'Research & Development',1_10,3,Medical,4,Male,78_100,2,2,'Manufacturing Director',2,Single,min_7339,min_10396,4_6,Yes,11_16,3,4,0,0_13,3_4,3,0_13,0_6,0_5,0_6
47_60,No,Travel_Frequently,1034_max,Sales,1_10,1,Medical,2,Male,78_100,3,2,'Sales Representative',3,Single,min_7339,18698_max,0_3,No,17_20,3,1,0,0_13,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,'Research & Development',21_max,5,'Life Sciences',1,Female,30_53,3,4,'Research Director',4,Single,13670_max,10397_18697,0_3,No,11_16,3,2,0,14_27,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Non_Travel,569_1033,Sales,1_10,3,'Life Sciences',4,Male,54_77,3,2,'Sales Executive',3,Married,min_7339,10397_18697,0_3,No,11_16,3,1,1,0_13,3_4,2,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,102_568,'Human Resources',1_10,1,'Technical Degree',3,Male,30_53,3,1,'Human Resources',3,Divorced,min_7339,18698_max,0_3,Yes,11_16,3,3,1,0_13,5_6,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,Medical,3,Female,54_77,3,1,'Laboratory Technician',2,Married,min_7339,min_10396,0_3,No,11_16,3,3,1,0_13,3_4,3,0_13,0_6,0_5,6_11
47_60,No,Travel_Rarely,102_568,Sales,21_max,1,Medical,1,Female,78_100,3,3,Manager,3,Married,7340_13669,18698_max,0_3,No,21_25,4,2,1,14_27,3_4,1,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,Medical,3,Male,30_53,4,2,'Research Scientist',1,Divorced,min_7339,10397_18697,4_6,Yes,11_16,3,1,2,0_13,0_2,3,0_13,7_12,6_10,6_11
18_32,No,Non_Travel,569_1033,Sales,21_max,2,'Technical Degree',4,Female,78_100,3,2,'Sales Executive',3,Married,min_7339,min_10396,7_9,Yes,11_16,3,2,1,0_13,0_2,4,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,569_1033,Sales,1_10,3,'Life Sciences',3,Male,54_77,3,2,'Sales Executive',3,Married,min_7339,18698_max,0_3,No,17_20,3,2,1,0_13,3_4,3,0_13,7_12,6_10,6_11
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,4,Other,1,Male,78_100,2,2,'Healthcare Representative',4,Single,min_7339,10397_18697,0_3,No,21_25,4,2,0,14_27,5_6,3,0_13,0_6,0_5,0_6
18_32,Yes,Travel_Frequently,569_1033,Sales,1_10,1,'Technical Degree',1,Female,78_100,2,1,'Sales Representative',2,Single,min_7339,min_10396,0_3,Yes,11_16,3,3,0,0_13,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Non_Travel,569_1033,Sales,1_10,5,Medical,4,Female,30_53,3,2,'Sales Executive',4,Single,min_7339,10397_18697,4_6,No,11_16,3,2,0,0_13,5_6,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Frequently,102_568,Sales,1_10,4,Medical,1,Male,30_53,2,3,'Sales Executive',4,Married,7340_13669,min_10396,4_6,No,11_16,3,1,1,14_27,0_2,3,0_13,7_12,0_5,12_17
47_60,No,Travel_Rarely,569_1033,'Research & Development',1_10,4,Medical,4,Male,78_100,3,2,'Healthcare Representative',3,Married,min_7339,min_10396,0_3,No,11_16,3,3,0,14_27,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,1034_max,'Research & Development',1_10,4,'Life Sciences',4,Female,30_53,4,1,'Laboratory Technician',3,Married,min_7339,18698_max,0_3,Yes,11_16,3,3,1,0_13,3_4,3,0_13,7_12,0_5,6_11
18_32,No,Non_Travel,569_1033,Sales,1_10,2,Medical,1,Male,30_53,3,1,'Sales Representative',4,Single,min_7339,min_10396,0_3,No,21_25,4,3,0,0_13,3_4,2,0_13,0_6,0_5,0_6
33_46,Yes,Travel_Rarely,102_568,Sales,1_10,3,Marketing,4,Female,30_53,3,1,'Sales Representative',3,Single,min_7339,min_10396,0_3,Yes,11_16,3,2,0,0_13,0_2,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,'Research & Development',1_10,3,Medical,3,Female,78_100,3,1,'Laboratory Technician',1,Married,min_7339,10397_18697,4_6,No,17_20,4,2,1,14_27,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Non_Travel,1034_max,'Research & Development',1_10,4,Medical,3,Female,30_53,3,2,'Manufacturing Director',3,Married,min_7339,10397_18697,0_3,No,11_16,3,3,0,0_13,0_2,4,0_13,0_6,0_5,0_6
33_46,Yes,Travel_Frequently,102_568,Sales,1_10,3,Marketing,1,Male,54_77,3,2,'Sales Executive',2,Single,7340_13669,min_10396,0_3,No,17_20,3,3,0,0_13,5_6,3,0_13,7_12,6_10,6_11
47_60,No,Travel_Rarely,1034_max,'Research & Development',1_10,3,'Technical Degree',4,Male,78_100,2,3,'Healthcare Representative',4,Single,7340_13669,min_10396,4_6,No,11_16,3,4,0,14_27,0_2,3,0_13,0_6,0_5,0_6
33_46,Yes,Travel_Rarely,569_1033,Sales,21_max,2,Marketing,3,Male,54_77,2,2,'Sales Executive',3,Married,min_7339,min_10396,0_3,Yes,11_16,3,1,2,0_13,5_6,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,102_568,'Research & Development',1_10,4,'Life Sciences',3,Male,30_53,2,1,'Research Scientist',2,Single,min_7339,min_10396,0_3,Yes,17_20,3,4,0,0_13,5_6,3,0_13,0_6,0_5,0_6
18_32,Yes,Travel_Rarely,102_568,Sales,11_20,3,'Life Sciences',3,Female,78_100,4,1,'Sales Representative',2,Single,min_7339,18698_max,0_3,No,11_16,3,4,0,0_13,0_2,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',21_max,3,'Life Sciences',4,Male,54_77,3,1,'Research Scientist',4,Single,min_7339,10397_18697,7_9,No,17_20,3,4,0,0_13,3_4,3,0_13,0_6,0_5,0_6
33_46,No,Travel_Rarely,569_1033,'Research & Development',1_10,4,'Life Sciences',3,Male,78_100,2,2,'Healthcare Representative',2,Single,min_7339,18698_max,7_9,No,17_20,3,3,0,0_13,5_6,3,0_13,0_6,0_5,0_6
18_32,No,Travel_Rarely,1034_max,'Research & Development',1_10,2,Medical,4,Male,78_100,3,1,'Laboratory Technician',2,Divorced,min_7339,10397_18697,0_3,No,11_16,3,2,1,0_13,0_2,3,0_13,0_6,0_5,0_6
